date,prname,pruid,numtests_total,numtests_weekly,avgnumtests_last7,avgratetests_last7,avgpositivity_last7,ratetests_total,update
2021-09-16,Yukon,60,,,,,,,0
2021-09-16,Northwest Territories,61,31246,,202.9,445.8,9.65,686664.9,1
2021-09-16,Nunavut,62,19888,,48.7,123.6,0.29,504733.1,1
2021-09-16,Canada,1,42120320,,95263.7,249.1,4.84,1101296.9,
2021-09-17,British Columbia,59,3658829,,12198.3,233.9,5.74,701623.4,1
2021-09-17,Alberta,48,5350076,,14812.3,333.4,11.46,1204191.2,1
2021-09-17,Saskatchewan,47,1085908,,3893.3,330,13.62,920382.7,1
2021-09-17,Manitoba,46,1016281,,2540,183.6,2.65,734431.8,1
2021-09-17,Ontario,35,17566036,,27992.4,188.8,2.59,1184790.8,1
2021-09-17,Quebec,24,11335366,,28483.7,331,2.59,1317377.3,1
2021-09-17,Newfoundland and Labrador,10,338730,,959.1,184.3,0.45,650711.8,1
2021-09-17,New Brunswick,13,444968,,1526.1,193.4,3.05,563803.7,1
2021-09-17,Nova Scotia,12,1172205,,3293.3,332,0.82,1181592.8,1
2021-09-17,Prince Edward Island,11,194867,,972.4,591.8,0.6,1185913.9,1
2021-09-17,Yukon,60,,,,,,,0
2021-09-17,Northwest Territories,61,31427,,193.1,424.5,9.39,690642.6,1
2021-09-17,Nunavut,62,20002,,60.4,153.4,0.24,507626.3,1
2021-09-17,Canada,1,42223900,,96924.6,253.4,4.7,1104005.1,
2021-09-18,British Columbia,59,3671461,86168,12309.7,236.1,5.62,704045.7,1
2021-09-18,Alberta,48,5366637,108029,15432.7,347.4,11.12,1207918.8,1
2021-09-18,Saskatchewan,47,1089819,27794,3970.6,336.5,13.79,923697.5,1
2021-09-18,Manitoba,46,1018889,18482,2640.3,190.8,2.65,736316.5,1
2021-09-18,Ontario,35,17595942,202228,28889.7,194.9,2.47,1186807.9,1
2021-09-18,Quebec,24,11360588,201898,28842.6,335.2,2.55,1320308.5,1
2021-09-18,Newfoundland and Labrador,10,339818,7067,1009.6,193.9,0.44,652801.9,1
2021-09-18,New Brunswick,13,446285,10683,1526.1,193.4,3.29,565472.5,1
2021-09-18,Nova Scotia,12,1174911,23298,3328.3,335.5,0.75,1184320.4,1
2021-09-18,Prince Edward Island,11,195478,7088,1012.6,616.2,0.55,1189632.3,1
2021-09-18,Yukon,60,,,,,,,0
2021-09-18,Northwest Territories,61,31550,1264,180.6,396.8,10.6,693345.6,1
2021-09-18,Nunavut,62,20028,423,60.4,153.4,0.24,508286.2,1
2021-09-18,Canada,1,42320611,694422,99203.1,259.4,4.62,1106533.8,
2021-09-19,British Columbia,59,3681128,,12324.1,236.3,5.51,705899.5,1
2021-09-19,Alberta,48,5380086,,15443.7,347.6,10.98,1210945.9,1
2021-09-19,Saskatchewan,47,1093759,,4089.1,346.6,13.64,927037,1
2021-09-19,Manitoba,46,1021367,,2730,197.3,2.42,738107.3,1
2021-09-19,Ontario,35,17619806,,29566.7,199.4,2.44,1188417.5,1
2021-09-19,Quebec,24,11384374,,29084.1,338,2.53,1323072.9,1
2021-09-19,Newfoundland and Labrador,10,340616,,1032,198.3,0.48,654334.9,1
2021-09-19,New Brunswick,13,448446,,1721,218.1,3.31,568210.6,1
2021-09-19,Nova Scotia,12,1177610,,3374.9,340.2,0.54,1187041,1
2021-09-19,Prince Edward Island,11,196128,,1031.4,627.7,0.46,1193588,1
2021-09-19,Yukon,60,,,,,,,0
2021-09-19,Northwest Territories,61,31595,,160.6,352.9,11.12,694334.6,1
2021-09-19,Nunavut,62,20073,,63.9,162.1,0.45,509428.2,1
2021-09-19,Canada,1,42404193,,100621.6,263.1,4.53,1108719.2,
2021-09-20,British Columbia,59,3691352,,12321.3,236.3,5.46,707860,1
2021-09-20,Alberta,48,5393809,,15698.1,353.3,10.91,1214034.6,1
2021-09-20,Saskatchewan,47,1097500,,4010.1,339.9,13.38,930207.7,1
2021-09-20,Manitoba,46,1023750,,2757.3,199.3,2.45,739829.4,1
2021-09-20,Ontario,35,17643437,,29923.6,201.8,2.45,1190011.4,1
2021-09-20,Quebec,24,11412782,,29388.3,341.5,2.49,1326374.4,1
2021-09-20,Newfoundland and Labrador,10,341904,,1083.7,208.2,0.75,656809.2,1
2021-09-20,New Brunswick,13,450681,,1847.3,234.1,3.32,571042.5,1
2021-09-20,Nova Scotia,12,1180616,,3436.7,346.4,0.6,1190071.1,1
2021-09-20,Prince Edward Island,11,197014,,947.1,576.4,0.48,1198980,1
2021-09-20,Yukon,60,,,,,,,0
2021-09-20,Northwest Territories,61,31701,,150,329.6,10.95,696664,1
2021-09-20,Nunavut,62,20165,,66,167.5,0.65,511763.1,1
2021-09-20,Canada,1,42493916,,101629.6,265.7,4.49,1111065.1,
2021-09-21,British Columbia,59,3707198,,12692.3,243.4,5.53,710898.7,1
2021-09-21,Alberta,48,5408393,,15510.7,349.1,10.72,1217317.2,1
2021-09-21,Saskatchewan,47,1101059,,3945.7,334.4,13.32,933224.2,1
2021-09-21,Manitoba,46,1026850,,2840.7,205.3,2.44,742069.6,1
2021-09-21,Ontario,35,17682529,,30762.4,207.5,2.32,1192648,1
2021-09-21,Quebec,24,11444072,,29245,339.9,2.43,1330010.9,1
2021-09-21,Newfoundland and Labrador,10,343516,,1173.6,225.4,1.02,659905.9,1
2021-09-21,New Brunswick,13,452722,,1897.1,240.4,3.33,573628.6,1
2021-09-21,Nova Scotia,12,1184848,,3456.7,348.4,0.67,1194337,1
2021-09-21,Prince Edward Island,11,198092,,933.9,568.3,0.46,1205540.5,1
2021-09-21,Yukon,60,,,,,,,0
2021-09-21,Northwest Territories,61,31850,,141.6,311.1,11,699938.5,1
2021-09-21,Nunavut,62,20255,,66.1,167.9,0.65,514047.2,1
2021-09-21,Canada,1,42610589,,102665.9,268.4,4.39,1114115.7,
2021-09-22,British Columbia,59,3725163,,13233.3,253.8,5.44,714343.7,1
2021-09-22,Alberta,48,5426392,,15734.6,354.2,10.53,1221368.4,1
2021-09-22,Saskatchewan,47,1104933,,3963,335.9,13.32,936507.7,1
2021-09-22,Manitoba,46,1030231,,2902.3,209.7,2.43,744513,1
2021-09-22,Ontario,35,17720159,,31228.9,210.6,2.24,1195186.1,1
2021-09-22,Quebec,24,11481200,,29815.4,346.5,2.36,1334325.8,1
2021-09-22,Newfoundland and Labrador,10,345461,,1324.9,254.5,1.26,663642.3,1
2021-09-22,New Brunswick,13,455322,,1999.7,253.4,3.16,576922.9,1
2021-09-22,Nova Scotia,12,1189242,,3445.4,347.3,0.77,1198766.2,1
2021-09-22,Prince Edward Island,11,198748,,884.9,538.5,0.36,1209532.7,1
2021-09-22,Yukon,60,,,,,,,0
2021-09-22,Northwest Territories,61,31985,,133.6,293.5,11.76,702905.2,1
2021-09-22,Nunavut,62,20325,,68.1,172.9,0.63,515823.7,1
2021-09-22,Canada,1,42738366,,104734,273.8,4.3,1117456.6,
2021-09-23,British Columbia,59,3741501,,13622.4,261.2,5.26,717476.7,1
2021-09-23,Alberta,48,5443344,,15671.4,352.7,10.27,1225183.9,1
2021-09-23,Saskatchewan,47,1108890,,3921.4,332.4,13.66,939861.5,1
2021-09-23,Manitoba,46,1034412,,2999.1,216.7,2.32,747534.4,1
2021-09-23,Ontario,35,17757014,,31670.6,213.6,2.14,1197671.9,1
2021-09-23,Quebec,24,11514346,,29738.4,345.6,2.33,1338178,1
2021-09-23,Newfoundland and Labrador,10,347358,,1397.6,268.5,1.55,667286.5,1
2021-09-23,New Brunswick,13,457792,,2060.4,261.1,3.22,580052.6,1
2021-09-23,Nova Scotia,12,1193501,,3501.3,352.9,0.78,1203059.3,1
2021-09-23,Prince Edward Island,11,199257,,765,465.6,0.35,1212630.4,1
2021-09-23,Yukon,60,,,,,,,0
2021-09-23,Northwest Territories,61,32088,,120.3,264.3,12.71,705168.8,1
2021-09-23,Nunavut,62,20391,,71.9,182.4,0.6,517498.7,1
2021-09-23,Canada,1,42859099,,105539.9,275.9,4.2,1120613.3,
2021-09-24,British Columbia,59,3757308,,14068.4,269.8,5.31,720507.9,1
2021-09-24,Alberta,48,5459279,,15600.4,351.1,10.57,1228770.6,1
2021-09-24,Saskatchewan,47,1113074,,3880.9,328.9,13.75,943407.8,1
2021-09-24,Manitoba,46,1038366,,3155,228,2.38,750391.9,1
2021-09-24,Ontario,35,17790317,,32040.1,216.1,2.06,1199918.1,1
2021-09-24,Quebec,24,11545969,,30086.1,349.7,2.29,1341853.2,1
2021-09-24,Newfoundland and Labrador,10,349200,,1495.7,287.3,1.74,670825.1,1
2021-09-24,New Brunswick,13,459706,,2105.4,266.8,3.16,582477.7,1
2021-09-24,Nova Scotia,12,1197244,,3577,360.6,0.82,1206832.3,1
2021-09-24,Prince Edward Island,11,199660,,684.7,416.7,0.21,1215082.9,1
2021-09-24,Yukon,60,,,,,,,0
2021-09-24,Northwest Territories,61,32184,,108.1,237.7,13.47,707278.5,1
2021-09-24,Nunavut,62,20431,,61.3,155.5,0.7,518513.8,1
2021-09-24,Canada,1,42971943,,106863.3,279.4,4.2,1123563.8,
2021-09-25,British Columbia,59,3770849,99388,14198.3,272.3,5.32,723104.5,1
2021-09-25,Alberta,48,5474164,107527,15361,345.7,10.67,1232120.9,1
2021-09-25,Saskatchewan,47,1117127,27308,3901.1,330.6,13.73,946843,1
2021-09-25,Manitoba,46,1041937,23048,3292.6,237.9,2.59,752972.5,1
2021-09-25,Ontario,35,17821380,225438,32205.4,217.2,2.02,1202013.2,1
2021-09-25,Quebec,24,11570360,209772,29967.4,348.3,2.27,1344687.9,1
2021-09-25,Newfoundland and Labrador,10,351442,11624,1660.6,319,1.82,675132,1
2021-09-25,New Brunswick,13,462232,15947,2278.1,288.7,3.04,585678.4,1
2021-09-25,Nova Scotia,12,1200518,25607,3658.1,368.7,0.84,1210132.5,1
2021-09-25,Prince Edward Island,11,199988,4510,644.3,392.1,0.16,1217079.1,1
2021-09-25,Yukon,60,,,,,,,0
2021-09-25,Northwest Territories,61,32239,689,98.4,216.3,12.92,708487.2,1
2021-09-25,Nunavut,62,20445,417,59.6,151.2,0.72,518869.1,1
2021-09-25,Canada,1,43071886,751275,107325,280.6,4.18,1126177,
2021-09-26,British Columbia,59,3784083,,14707.9,282,5.41,725642.3,1
2021-09-26,Alberta,48,5489249,,15594.7,351,10.8,1235516.2,1
2021-09-26,Saskatchewan,47,1120906,,3878.1,328.7,13.32,950045.9,1
2021-09-26,Manitoba,46,1044522,,3307.9,239,2.85,754840.6,1
2021-09-26,Ontario,35,17844013,,32029.6,216,1.94,1203539.8,1
2021-09-26,Quebec,24,11592341,,29709.6,345.3,2.23,1347242.5,1
2021-09-26,Newfoundland and Labrador,10,353862,,1892.3,363.5,1.7,679780.9,1
2021-09-26,New Brunswick,13,463809,,2194.7,278.1,3.25,587676.5,1
2021-09-26,Nova Scotia,12,1203215,,3657.9,368.7,0.88,1212851.1,1
2021-09-26,Prince Edward Island,11,200370,,606,368.8,0.19,1219403.8,1
2021-09-26,Yukon,60,,,,,,,0
2021-09-26,Northwest Territories,61,32309,,102,224.2,13.59,710025.5,1
2021-09-26,Nunavut,62,20477,,57.7,146.5,0.25,519681.2,1
2021-09-26,Canada,1,43158361,,107738.3,281.7,4.2,1128438,
2021-09-27,British Columbia,59,3795601,,14892.7,285.6,5.37,727851,1
2021-09-27,Alberta,48,5500431,,15231.7,342.8,10.8,1238033,1
2021-09-27,Saskatchewan,47,1125155,,3950.7,334.9,13.29,953647.3,1
2021-09-27,Manitoba,46,1046995,,3320.7,240,2.89,756627.8,1
2021-09-27,Ontario,35,17867798,,32051.6,216.2,1.91,1205144,1
2021-09-27,Quebec,24,11620972,,29741.4,345.6,2.16,1350569.9,1
2021-09-27,Newfoundland and Labrador,10,355643,,1962.7,377,1.56,683202.3,1
2021-09-27,New Brunswick,13,467306,,2375,300.9,3.03,592107.4,1
2021-09-27,Nova Scotia,12,1208190,,3939.1,397.1,0.84,1217865.9,1
2021-09-27,Prince Edward Island,11,200719,,529.3,322.1,0.13,1221527.8,1
2021-09-27,Yukon,60,,,,,,,0
2021-09-27,Northwest Territories,61,32375,,96.3,211.6,14.69,711475.9,1
2021-09-27,Nunavut,62,20594,,61.3,155.5,0,522650.6,1
2021-09-27,Canada,1,43250984,,108152.6,282.8,4.13,1130859.7,
2021-09-28,British Columbia,59,3812126,,14989.7,287.4,5.26,731019.9,1
2021-09-28,Alberta,48,5515511,,15302.6,344.4,11.11,1241427.2,1
2021-09-28,Saskatchewan,47,1128804,,3963.6,335.9,13.16,956740,1
2021-09-28,Manitoba,46,1050374,,3360.6,242.9,2.96,759069.6,1
2021-09-28,Ontario,35,17904202,,31667.6,213.6,1.9,1207599.4,1
2021-09-28,Quebec,24,11652945,,29839,346.8,2.13,1354285.8,1
2021-09-28,Newfoundland and Labrador,10,357432,,1988,381.9,1.41,686639,1
2021-09-28,New Brunswick,13,470590,,2552.6,323.4,2.86,596268.5,1
2021-09-28,Nova Scotia,12,1213972,,4160.6,419.4,0.82,1223694.3,1
2021-09-28,Prince Edward Island,11,201549,,493.9,300.5,0.17,1226579,1
2021-09-28,Yukon,60,,,,,,,0
2021-09-28,Northwest Territories,61,32454,,86.3,189.6,15.07,713212,1
2021-09-28,Nunavut,62,20622,,52.4,133.1,0,523361.2,1
2021-09-28,Canada,1,43369786,,108456.7,283.6,4.14,1133966,
2021-09-29,British Columbia,59,3829152,,14855.6,284.9,5.21,734284.8,1
2021-09-29,Alberta,48,5533161,,15252.7,343.3,11.19,1245399.9,1
2021-09-29,Saskatchewan,47,1133179,,4035.1,342,13.47,960448.2,1
2021-09-29,Manitoba,46,1053942,,3387.3,244.8,3.18,761648.1,1
2021-09-29,Ontario,35,17942990,,31833,214.7,1.86,1210215.6,1
2021-09-29,Quebec,24,11687893,,29527.6,343.2,2.11,1358347.4,1
2021-09-29,Newfoundland and Labrador,10,359178,,1959.6,376.4,1.3,689993.1,1
2021-09-29,New Brunswick,13,473239,,2559.6,324.3,3.11,599624.9,1
2021-09-29,Nova Scotia,12,1218597,,4193.6,422.7,0.72,1228356.3,1
2021-09-29,Prince Edward Island,11,202200,,493.1,300.1,0.23,1230540.8,1
2021-09-29,Yukon,60,,,,,,,0
2021-09-29,Northwest Territories,61,32546,,80.1,176.1,15.33,715233.8,1
2021-09-29,Nunavut,62,20698,,53.3,135.2,0,525290,1
2021-09-29,Canada,1,43495980,,108230.6,283,4.16,1137265.5,
2021-09-30,British Columbia,59,3845829,,14904,285.8,5.18,737482.8,1
2021-09-30,Alberta,48,5549054,,15101.4,339.9,11.27,1248977.1,1
2021-09-30,Saskatchewan,47,1137040,,4021.4,340.8,13.25,963720.6,1
2021-09-30,Manitoba,46,1058103,,3384.4,244.6,3.39,764655.1,1
2021-09-30,Ontario,35,17978917,,31700.4,213.8,1.86,1212638.8,1
2021-09-30,Quebec,24,11719075,,29247,339.9,2.07,1361971.3,1
2021-09-30,Newfoundland and Labrador,10,361173,,1973.6,379.1,1.27,693825.6,1
2021-09-30,New Brunswick,13,476290,,2642.6,334.8,3.05,603490.8,1
2021-09-30,Nova Scotia,12,1223308,,4258.1,429.2,0.82,1233105,1
2021-09-30,Prince Edward Island,11,202890,,519,315.9,0.25,1234740,1
2021-09-30,Yukon,60,,,,,,,0
2021-09-30,Northwest Territories,61,32611,,74.7,164.2,17.4,716662.3,1
2021-09-30,Nunavut,62,20739,,49.7,126.2,0,526330.5,1
2021-09-30,Canada,1,43614234,,107876.4,282.1,4.14,1140357.4,
2021-10-01,British Columbia,59,3859339,,14575.9,279.5,5.07,740073.5,1
2021-10-01,Alberta,48,5563602,,14903.3,335.4,11.14,1252251.5,1
2021-10-01,Saskatchewan,47,1140277,,3886.1,329.4,13.59,966464.2,1
2021-10-01,Manitoba,46,1061013,,3235.3,233.8,3.64,766758.1,1
2021-10-01,Ontario,35,18008427,,31158.6,210.2,1.85,1214629.1,1
2021-10-01,Quebec,24,11747717,,28821.1,335,2.01,1365300,1
2021-10-01,Newfoundland and Labrador,10,362895,,1956.4,375.8,1.13,697133.6,1
2021-10-01,New Brunswick,13,478681,,2710.7,343.5,3.39,606520.3,1
2021-10-01,Nova Scotia,12,1226694,,4207.1,424.1,0.84,1236518.1,1
2021-10-01,Prince Edward Island,11,203377,,531,323.2,0.4,1237703.7,1
2021-10-01,Yukon,60,,,,,,,0
2021-10-01,Northwest Territories,61,32706,,74.6,163.9,16.09,718750,1
2021-10-01,Nunavut,62,20795,,52,132,0,527751.7,1
2021-10-01,Canada,1,43714728,,106112.1,277.4,4.11,1142985,
2021-10-02,British Columbia,59,3875045,104196,14885.1,285.4,5.01,743085.3,1
2021-10-02,Alberta,48,5577950,103786,14826.6,333.7,10.97,1255481,1
2021-10-02,Saskatchewan,47,1143182,26055,3722.1,315.5,13.29,968926.4,1
2021-10-02,Manitoba,46,1064105,22168,3166.9,228.9,3.67,768992.6,1
2021-10-02,Ontario,35,18040647,219267,31323.9,211.3,1.85,1216802.3,1
2021-10-02,Quebec,24,11770746,200386,28626.6,332.7,1.94,1367976.4,1
2021-10-02,Newfoundland and Labrador,10,364130,12688,1812.6,348.2,1.06,699506.1,1
2021-10-02,New Brunswick,13,481060,18828,2689.7,340.8,3.48,609534.7,1
2021-10-02,Nova Scotia,12,1229582,29064,4152,418.5,0.86,1239429.3,1
2021-10-02,Prince Edward Island,11,203786,3798,542.6,330.2,0.42,1240192.8,1
2021-10-02,Yukon,60,,,,,,,0
2021-10-02,Northwest Territories,61,32796,557,79.6,174.9,15.8,720727.8,1
2021-10-02,Nunavut,62,20842,397,56.7,143.9,0,528944.5,1
2021-10-02,Canada,1,43813076,741190,105884.3,276.8,4.04,1145556.5,
2021-10-03,British Columbia,59,3887918,,14833.6,284.5,5,745553.9,1
2021-10-03,Alberta,48,5588395,,14163.7,318.8,10.83,1257831.9,1
2021-10-03,Saskatchewan,47,1146436,,3647.1,309.1,13.73,971684.4,1
2021-10-03,Manitoba,46,1066538,,3145.1,227.3,3.79,770750.8,1
2021-10-03,Ontario,35,18064314,,31471.6,212.3,1.85,1218398.6,1
2021-10-03,Quebec,24,11792307,,28566.6,332,1.91,1370482.2,1
2021-10-03,Newfoundland and Labrador,10,365097,,1605,308.3,1.16,701363.7,1
2021-10-03,New Brunswick,13,483295,,2783.7,352.7,3.3,612366.6,1
2021-10-03,Nova Scotia,12,1233244,,4289.9,432.4,0.85,1243120.6,1
2021-10-03,Prince Edward Island,11,204280,,558.6,339.9,0.41,1243199.2,1
2021-10-03,Yukon,60,,,,,,,0
2021-10-03,Northwest Territories,61,32891,,83.1,182.7,13.92,722815.6,1
2021-10-03,Nunavut,62,20851,,53.4,135.6,0,529172.9,1
2021-10-03,Canada,1,43894771,,105201.4,275.1,3.98,1147692.5,
2021-10-04,British Columbia,59,3899136,,14790.7,283.6,4.92,747705,1
2021-10-04,Alberta,48,5596438,,13715.3,308.7,10.58,1259642.2,1
2021-10-04,Saskatchewan,47,1148814,,3379.9,286.5,13.91,973699.9,1
2021-10-04,Manitoba,46,1068998,,3143.3,227.2,3.84,772528.6,1
2021-10-04,Ontario,35,18089755,,31708.1,213.9,1.82,1220114.5,1
2021-10-04,Quebec,24,11820337,,28480.7,331,1.91,1373739.8,1
2021-10-04,Newfoundland and Labrador,10,365963,,1474.3,283.2,1.18,703027.4,1
2021-10-04,New Brunswick,13,487016,,2815.7,356.8,3.38,617081.3,1
2021-10-04,Nova Scotia,12,1236873,,4097.6,413,0.92,1246778.7,1
2021-10-04,Prince Edward Island,11,204846,,589.6,358.8,0.39,1246643.7,1
2021-10-04,Yukon,60,,,,,,,0
2021-10-04,Northwest Territories,61,32973,,85.4,187.7,13.71,724617.6,1
2021-10-04,Nunavut,62,20880,,40.9,103.7,0,529908.9,1
2021-10-04,Canada,1,43981234,,104321.4,272.8,3.89,1149953.2,
2021-10-05,British Columbia,59,3915021,,14699.3,281.9,4.9,750751.2,1
2021-10-05,Alberta,48,5611871,,13765.7,309.8,10.07,1263115.9,1
2021-10-05,Saskatchewan,47,1152829,,3432.1,290.9,14.04,977102.9,1
2021-10-05,Manitoba,46,1072203,,3118.4,225.4,3.87,774844.7,1
2021-10-05,Ontario,35,18129215,,32144.7,216.8,1.81,1222776,1
2021-10-05,Quebec,24,11853232,,28612.4,332.5,1.88,1377562.8,1
2021-10-05,Newfoundland and Labrador,10,367153,,1388.7,266.8,1.2,705313.4,1
2021-10-05,New Brunswick,13,489894,,2757.7,349.4,3.38,620727.9,1
2021-10-05,Nova Scotia,12,1241542,,3938.6,397,0.95,1251485,1
2021-10-05,Prince Edward Island,11,205591,,577.4,351.4,0.37,1251177.6,1
2021-10-05,Yukon,60,,,,,,,0
2021-10-05,Northwest Territories,61,33073,,88.4,194.3,12.44,726815.2,1
2021-10-05,Nunavut,62,20901,,39.9,101.2,0,530441.8,1
2021-10-05,Canada,1,44101730,,104563.4,273.4,3.82,1153103.7,
2021-10-06,British Columbia,59,3931735,,14654.7,281,4.77,753956.3,1
2021-10-06,Alberta,48,5627513,,13478.9,303.4,9.77,1266636.6,1
2021-10-06,Saskatchewan,47,1158974,,3685,312.3,13.31,982311.2,1
2021-10-06,Manitoba,46,1076629,,3241,234.2,3.74,778043.2,1
2021-10-06,Ontario,35,18166272,,31897.4,215.1,1.82,1225275.5,1
2021-10-06,Quebec,24,11885792,,28271.3,328.6,1.85,1381346.8,1
2021-10-06,Newfoundland and Labrador,10,368320,,1306,250.9,1.12,707555.2,1
2021-10-06,New Brunswick,13,492730,,2784.4,352.8,3.44,624321.3,1
2021-10-06,Nova Scotia,12,1245774,,3882.4,391.4,0.93,1255750.9,1
2021-10-06,Prince Edward Island,11,206222,,574.6,349.7,0.32,1255017.7,1
2021-10-06,Yukon,60,,,,,,,0
2021-10-06,Northwest Territories,61,33176,,90,197.8,12.7,729078.8,1
2021-10-06,Nunavut,62,20988,,41.4,105.1,0.69,532649.8,1
2021-10-06,Canada,1,44223330,,103907.1,271.7,3.74,1156283.1,
2021-10-07,British Columbia,59,3948257,,14632.6,280.6,4.79,757124.6,1
2021-10-07,Alberta,48,5642292,,13319.7,299.8,9.47,1269963,1
2021-10-07,Saskatchewan,47,1162746,,3672.3,311.3,13.89,985508.3,1
2021-10-07,Manitoba,46,1080307,,3172,229.2,3.98,780701.2,1
2021-10-07,Ontario,35,18203390,,32067.6,216.3,1.82,1227779,1
2021-10-07,Quebec,24,11918163,,28441.1,330.5,1.86,1385108.9,1
2021-10-07,Newfoundland and Labrador,10,369861,,1241.1,238.4,0.93,710515.5,1
2021-10-07,New Brunswick,13,496485,,2885,365.5,3.54,629079.2,1
2021-10-07,Nova Scotia,12,1249563,,3750.7,378.1,0.82,1259570.3,1
2021-10-07,Prince Edward Island,11,206900,,572.9,348.6,0.32,1259143.9,1
2021-10-07,Yukon,60,,,,,,,0
2021-10-07,Northwest Territories,61,33284,,96.1,211.3,9.81,731452.2,1
2021-10-07,Nunavut,62,21028,,41.3,104.8,0.69,533664.9,1
2021-10-07,Canada,1,44341481,,103892.4,271.6,3.72,1159372.4,
2021-10-08,British Columbia,59,3962917,,14796.9,283.7,4.7,759935.8,1
2021-10-08,Alberta,48,5656290,,13241.1,298,8.95,1273113.7,1
2021-10-08,Saskatchewan,47,1167563,,3898,330.4,13.2,989591,1
2021-10-08,Manitoba,46,1083826,,3259,235.5,3.95,783244.3,1
2021-10-08,Ontario,35,18234513,,32298,217.8,1.82,1229878.2,1
2021-10-08,Quebec,24,11946956,,28462.7,330.8,1.85,1388455.2,1
2021-10-08,Newfoundland and Labrador,10,371122,,1175.3,225.8,0.97,712938,1
2021-10-08,New Brunswick,13,498922,,2891.6,366.4,3.33,632167,1
2021-10-08,Nova Scotia,12,1253701,,3858.1,388.9,0.77,1263741.4,1
2021-10-08,Prince Edward Island,11,208060,,669,407.1,0.13,1266203.3,1
2021-10-08,Yukon,60,,,,,,,0
2021-10-08,Northwest Territories,61,33342,,90.9,199.7,9.91,732726.8,1
2021-10-08,Nunavut,62,21088,,41.9,106.2,1.02,535187.7,1
2021-10-08,Canada,1,44447505,,104682.4,273.7,3.62,1162144.5,
2021-10-09,British Columbia,59,3976878,101833,14547.6,279,4.7,762613,1
2021-10-09,Alberta,48,5667942,89992,12856,289.4,8.93,1275736.3,1
2021-10-09,Saskatchewan,47,1171408,28226,4032.3,341.8,13.41,992849.9,1
2021-10-09,Manitoba,46,1086189,22084,3154.9,228,4.08,784951.9,1
2021-10-09,Ontario,35,18264268,223621,31945.9,215.5,1.79,1231885.1,1
2021-10-09,Quebec,24,11969318,198572,28367.4,329.7,1.92,1391054.1,1
2021-10-09,Newfoundland and Labrador,10,372045,7915,1130.7,217.2,0.92,714711.1,1
2021-10-09,New Brunswick,13,501215,20155,2879.3,364.8,3.25,635072.4,1
2021-10-09,Nova Scotia,12,1256976,27394,3913.4,394.5,0.72,1267042.7,1
2021-10-09,Prince Edward Island,11,208661,4875,696.4,423.8,0.1,1269860.9,1
2021-10-09,Yukon,60,,,,,,,0
2021-10-09,Northwest Territories,61,33410,614,87.7,192.8,10.26,734221.2,1
2021-10-09,Nunavut,62,21119,277,39.6,100.4,1.08,535974.4,1
2021-10-09,Canada,1,44538634,725558,103651.1,271,3.63,1164527.2,
2021-10-10,British Columbia,59,3988392,,14353.4,275.2,4.53,764820.9,1
2021-10-10,Alberta,48,5675687,,12470.3,280.7,8.64,1277479.5,1
2021-10-10,Saskatchewan,47,1174403,,3995.3,338.6,13.52,995388.4,1
2021-10-10,Manitoba,46,1088142,,3086.3,223,4,786363.3,1
2021-10-10,Ontario,35,18285053,,31534.1,212.7,1.77,1233287,1
2021-10-10,Quebec,24,11989156,,28121.3,326.8,1.93,1393359.6,1
2021-10-10,Newfoundland and Labrador,10,372727,,1090,209.4,0.77,716021.2,1
2021-10-10,New Brunswick,13,503296,,2857.3,362,3.39,637709.1,1
2021-10-10,Nova Scotia,12,1259473,,3747,377.7,0.72,1269559.7,1
2021-10-10,Prince Edward Island,11,209020,,677.1,412.1,0.15,1272045.7,1
2021-10-10,Yukon,60,,,,,,,0
2021-10-10,Northwest Territories,61,33440,,78.4,172.4,11.29,734880.5,1
2021-10-10,Nunavut,62,21197,,49.4,125.4,2.02,537954,1
2021-10-10,Canada,1,44609191,,102060,266.9,3.56,1166372,
2021-10-11,British Columbia,59,3997945,,14115.6,270.7,4.52,766652.8,1
2021-10-11,Alberta,48,5683055,,12373.9,278.5,8.6,1279137.9,1
2021-10-11,Saskatchewan,47,1176828,,4002,339.2,13.63,997443.7,1
2021-10-11,Manitoba,46,1090116,,3016.9,218,4.02,787789.8,1
2021-10-11,Ontario,35,18303333,,30511.1,205.8,1.78,1234519.9,1
2021-10-11,Quebec,24,12013113,,27539.4,320.1,1.95,1396143.9,1
2021-10-11,Newfoundland and Labrador,10,373191,,1032.6,198.4,0.79,716912.6,1
2021-10-11,New Brunswick,13,506447,,2775.9,351.7,3.59,641701.7,1
2021-10-11,Nova Scotia,12,1261823,,3564.3,359.3,0.7,1271928.5,1
2021-10-11,Prince Edward Island,11,209209,,623.3,379.3,0.16,1273195.9,1
2021-10-11,Yukon,60,,,,,,,0
2021-10-11,Northwest Territories,61,33514,,77.3,169.8,9.98,736506.7,1
2021-10-11,Nunavut,62,21209,,47,119.3,2.13,538258.5,1
2021-10-11,Canada,1,44678988,,99679.1,260.6,3.6,1168197,
2021-10-12,British Columbia,59,4009070,,13435.6,257.6,4.44,768786.2,1
2021-10-12,Alberta,48,5691706,,11405,256.7,8.55,1281085.1,1
2021-10-12,Saskatchewan,47,1179653,,3832,324.8,13.63,999838.1,1
2021-10-12,Manitoba,46,1092252,,2864.1,207,4.06,789333.4,1
2021-10-12,Ontario,35,18326552,,28191,190.1,1.79,1236086,1
